text,time,self-determination,home,body,spiritual dimension,life events,historical events,family,childhood and adolescence,aging,meloncholy,self-performance,politics,relation with men,relation with the natural world,relation with reality,relation with women,writing,feelings and moods,profession of the actress
"You cannot touch the pulse to this sick [the Italian theater] without interrogating those who have shown that they know with dignity and consciousness to exercise this troubled art, which will ever have rest, which will never touch a goal, because just one has reached it , another arises different to conquer. So, for us, our life will always be a poor thing even if to the other splendid pairs. A life, which if it is made up of many lives and gives the joy and torment of living them all, tomorrow is nothing more.",0.8728049619821832,1.1253515452835927e-07,1.649323899677313e-09,3.7068401681494834e-09,8.797236716873158e-09,3.4197578315797728e-06,1.736889798653607e-10,7.7538520049103e-10,8.066448897725564e-11,3.5590841385158e-10,1.7040118649447322e-08,3.2048719234012424e-09,1.9401258377627073e-10,2.8531793594410715e-10,1.539550570361925e-10,3.405419590762904e-08,2.955821351569021e-11,4.20637024944881e-06,1.884609162061679e-07,8.52784722837896e-08
"I was fourteen, when I introduced myself to the Secretariat of the Academy of the Teatro dei Filodrammatici, to be admitted to the diction and acting courses of our school in Milan. But I had to go back, disappointed and sad, after a kind but firm denial having not yet reached the age prescribed by the regulations for admission (sixteen years). The following year, as if I had already reached that age, with the firmer face, I still knock on that door; And, in the face of so much good and passionate will, here is the first tear to the regulations, dates, principles, customs. [...]",0.8016275899717584,4.565970357361948e-06,5.291219129510694e-10,5.1121400446163534e-08,4.919632479172265e-10,4.189971150481142e-06,9.643022380600996e-09,1.0322814131269453e-10,0.9998801946640015,7.155255843827035e-06,0.29421496391296387,1.4279325277755106e-08,6.142044095547305e-10,3.792802530377948e-11,9.576546153300391e-12,6.854317234683549e-06,9.561068950447726e-12,2.4728019525355194e-06,0.22000710666179657,1.6115107026593023e-09
"[The Academy] was like my second and most true home [...] Ophelia Mazzoni lent with an enchantment, I would like to say authoritarian, his teaching; [...] The joy of my first conquest was his judgment [...]. Here in the second year, replace her, Enrico Reinach: good, paternal, elegant. I knew how to find the two veins in me: the dramatic vein and the comic vein; Therefore, I was among its students the only one to which two scenes were entrusted to each essay, a dramatic and a comedian.",0.8282356050331146,3.772012702185634e-10,0.8354835510253906,2.2603242086915998e-06,5.303829597735898e-10,3.2224375945411055e-10,8.696101061467232e-10,2.468354409757012e-10,3.0352165936164965e-07,5.311603934465836e-10,5.658469692804147e-09,8.215957691959375e-09,1.0287905943817677e-10,2.771704714632506e-07,4.880171960985891e-11,3.4115683611446457e-09,2.8240274332347326e-06,2.350365321035497e-06,1.212051330412578e-07,1.0365678981827386e-08
"Among the memories of the Academy I cannot between leaving the greatest: the fortune of having had among the spectators, to one of the essays, Eleonora Duse. I didn't even have the good to see her in the face. [...] I had the meaning of his physical presence only when Enrico Reinach, at the end of the essay, told me radiant to have had the hottest congratulations from her for ""her student"".",0.8274157589767128,1.3298064871491988e-09,3.0884976798262187e-09,5.664152524786914e-08,7.680583280489373e-09,1.214601070387289e-06,9.028038039105013e-05,1.6151540105369122e-09,1.2926741899121907e-09,5.786295886878179e-09,1.9982808296958865e-08,9.67603774881809e-09,5.934027713649925e-10,6.805265795328808e-10,2.4863100467342747e-10,6.325932986328553e-07,1.1589803534661769e-06,7.797350008331705e-06,4.005332243650628e-07,0.0035657365806400776
"His [by Enrico Reinach] teaching of two years had tightened our knowledge, devoted on my and friendly even towards my relatives on his part. So imagine my surprise, when I learned that my parents had not recommended my entry in art. A flame of anger climbed me to the forehead; A betrayal seemed to me. But he, with his old comedian experience, caressing my cheek with his beautiful hand jagged the little finger: ""Dear, the theater, it is better to see it from the armchair"". He already knew me engaged, and it was grateful to him to see me in the care of a house, rather than among the uncertainties and instability of a stage. [...] The family gripped the brakes more and more, forbidden to participate in any act [...] I also offended the possibility of entering Italian cinematography, [...] but you don't even dare to speak to my parents, although I felt attracted to me by This new and prestigious art form. I was looking forward to becoming of age to declare my aspiration. But the moment was also first [...] with the interest [...] of Sabatino Lopez, who then presided over the shows of the Teatro del Popolo in Milan. He convinced with his authority my parents that being stable theater based in the same city I could be an actress not moving away from home.",0.9082759999437258,9.664751132731908e-07,0.010818447917699814,8.446226615888008e-07,1.2661249826351195e-09,5.341804865111044e-08,2.697455148137351e-09,0.01578456163406372,2.295919102834887e-06,2.699175460918468e-08,9.329808925429006e-09,3.5069964710032764e-09,3.599938402931713e-10,5.965035398958207e-08,2.181342051432722e-10,7.870405660526103e-09,3.944947923884001e-09,1.3259881370686344e-07,0.012336100451648235,0.004038591403514147
"Ettore Paladini, director of the company, [...] looked at us with good eyes and tellers [...], and hard but illuminated in the face [...] by a light of intelligent goodness. My soul tempon to his discipline. Discipline of soldier, of just, of in love with his work. [...] Virgilio Talli I understood it immediately: exuberant of mind for his actors, [...] exuberant of love for the theater. His cries and his outbursts were not afraid of me. [...] And it was an unparalleled master for me. The attention to detail, albeit very small, was never in him at the expense of the general idea of ​​work.",0.8292258710134774,2.0209856010922067e-10,2.6859550139590738e-09,1.4911317736121532e-09,1.2751904421293148e-07,9.170101483713111e-11,2.485703032295561e-10,6.739130919974912e-10,1.3296079515168202e-10,7.836637450076012e-10,8.260709449814385e-09,1.4610416210203425e-09,2.1804767713629047e-10,8.249345029298638e-08,1.1851791770212117e-10,1.4935405800997614e-08,1.325718285150046e-10,1.26774040154487e-07,0.0004442183708306402,1.858917575425778e-09
"Sound by Marco Prague as one of the few mature actresses for a place of responsibility and pre -eminence, I was predestined to tie my youth [...] trained by the two major masters of the prose scene in Italy, [...] to the most beautiful and sublime Impro that a very young and disinterested spirit had to give to our country and to us actors with its high and human participation. While the Duse, around the world, blessed this company, here is that Luigi Pirandello, affected by the criticism of Marco Prague, writes to Talli for me. Following Talli's response, here in Milan a Pirandello place with the precise assignment of writing me first actress. Our first understanding took place like this: without being seen there or being spoken of us.",0.8181462190113962,4.5914525514945126e-08,1.1168742597433834e-09,3.0590220490012143e-07,7.750694521746482e-07,1.3610096383231962e-09,9.313983355241362e-06,1.1649899100962813e-10,4.68575789280834e-10,3.951695415338463e-09,1.1138787670006423e-09,3.6586389473569625e-10,1.0313997572675149e-10,8.075316110245367e-11,2.2978195735046114e-11,2.4333803860798753e-09,1.9869530660798773e-06,0.00955939944833517,7.435900784003024e-10,0.957912266254425
"I arrived in Rome with my mother and immediately ran to the Odescalchi Theater to take my place. The company had already gathered for some time; I [...] I came last. A bald man and with a small pointed beard, in the darkness of the stage, his pale and furrowed face, had jumped up with a portentous agility, in contrast with his appearance, as soon as someone said my name. And a warm and vigorous hand shook mine over and over again, with that cordiality that is only proper to men who know how to give and do good. [...] Curiosity, interest, envy, struggles, had turned on from the beginning; Lotte, I mean, by those who have always been against every noble and disinterested art business in the world of theater. The expectation of my presentation, exacerbated by the delay, was very lively. As with every great enterprise in the first beginning, the first settlement was difficult. [...] It was a triumph. A triumph for Bontempelli, for Luigi Pirandello, for the theater and for me. I cried of consolation and bliss. Never again, afterwards, I had such a full and pure joy.",0.8403370130108669,7.207122121322129e-10,1.727210929836076e-09,6.681516424578149e-07,3.7505358818634704e-09,9.256890365350046e-08,4.62451410498943e-09,0.0006361912237480283,3.2500907520827127e-10,1.6384876788677616e-09,5.678537196018851e-09,5.367951771972912e-08,1.7063128687766493e-10,3.8449352359748445e-06,5.561268459630675e-11,1.11894303245208e-06,2.7776512201427295e-09,3.1315647675000946e-07,0.24508501589298248,9.506018194826993e-10
"Only, helped by the watchful and constant love of my father, I took the reins of the first company ""Marta Abba"" in 1929, all of young people led and directed by me.  [...] I followed to carry around my greatest interpretations of the Pirandellian repertoire. [...] Wise and expert men of the theater [...] cataloged my repertoire as a cerebral and only artistic (i.e. anti antommerial). And the voice had spread to the public. Cerebral Marta Abba and great only in Pirandellian art. [...] And so the year after a second company of my formation, with a repertoire that was increasingly increasing of new interpretations, among which I like to remember above all that of Madame Legros, by Penelope di Maugham, the good fairy of Molnar, of our companion of Antoine, and of Anna Karenina taken from the novel of Tolstoi and the Grillo of the hearth taken from the novel by Dickens.",0.834989576949738,0.014281935058534145,6.729471979660673e-10,2.3271817894965352e-07,8.855176591993086e-10,1.5027637800812954e-06,8.465615053410147e-08,5.615958187377146e-08,3.60301621871173e-10,7.738722995753733e-10,6.422069542821873e-09,6.732918933494147e-08,2.1792459503622297e-10,1.1991009785106144e-07,8.027402353949498e-11,1.3948545429798287e-08,2.6820963228146866e-08,1.7776181948647718e-06,1.33954555781024e-10,0.29421496391296387
"Returning to the homeland after so many triumphs the most bitter disappointment awaited us: we no longer knew where to go. For debts contracted due to the reconstruction of the Odescalchi Theater that had to be paid by the State and for the delays that occurred in the payment, the theater had to be abandoned to the dealer of Prince Odescalchi. [...] The war began from the day that the will and passion of eleven young people founded a stable theater in Rome. In fact, the Odescalchi theater was also called ""theater of the Eleven"", and they placed Luigi Pirandello in charge; Covered and insidious struggle by a society that has grabbed the whole monopoly of theater in Italy: theaters, repertoires, companies. In the face of this war, I [...] remained to fight next to Luigi Pirandello, then always exposed to all the revenge of the opponents, feeling that the cause for which it was fought was holy, and all in favor of us actors for the dignity of ours profession and for the honor of Italian theater. From the contracts that companies made with the Compagnia del Teatro d'Arte in Rome, directed by Luigi Pirandello, it was demanded that alongside the name of the Maestro it would imagine as with the diction of writing, unique and only, mine; [...] A company that in all the nations of Europe had been welcomed with all the honors of the highest theaters, was condemned to turn almost only in the province [...] the only hope of salvation, South America. She had been promised to American impresario that our company would have been alone starting that year, 1926, for Argentina.",1.0327954029198736,5.3253828014021565e-09,1.8959639191962196e-06,0.0007096704212017357,4.48880355108372e-09,2.8624822334677447e-07,0.46879062056541443,1.2547968220033567e-09,1.1148310052888633e-09,6.754963255417579e-09,1.129756128648296e-07,7.1590906536300736e-09,1.0150309037726402e-08,3.6833853744866474e-09,6.250221867842853e-11,5.6824351304385345e-06,3.6105007872322403e-10,3.156969614792615e-05,8.152020392060422e-09,6.0589712802539e-08
