text,time,autodeterminazione,casa,corpo,dimensione spirituale,eventi della vita,eventi storici,famiglia,infanzia e adolescenza,invecchiamento,malinconia,performance di sé,politica,relazione con gli uomini,relazione con il mondo naturale,relazione con la realtà,relazione con le donne,scrivere,sentimenti e stati d animo,mestiere dell’attrice
"Non si può toccare il polso a questo ammalato [il Teatro italiano] senza interrogare chi ha dimostrato di sapere con dignità e coscienza esercitare questa travagliata nostra arte, che non avrà mai riposo, che non toccherà mai una mèta, perché appena una ne abbia raggiunta, un’altra ne sorge diversa da conquistare. Sicché, per noi, la nostra vita sarà sempre una povera cosa anche se agli altri paia splendida. Una vita, che se è fatta di tante vite e dà la gioia e il tormento di viverle tutte, domani poi non è più niente.",0.9307726059341803,7.469407137250528e-06,9.211049978308239e-11,1.8271382941748016e-05,0.24508501589298248,8.267873454315122e-06,2.0507245324097312e-07,2.8399751994534483e-10,3.2181132758601905e-10,2.8573158488143235e-06,0.17328819632530212,0.0023596605751663446,4.9251740463773785e-09,0.0008040859247557819,9.151693120657e-06,0.0120537793263793,1.0384393345219678e-09,0.00034329999471083283,0.665410578250885,1.110721958852423e-09
"Avevo quattordici anni, quando mi presentai alla segreteria dell’Accademia del Teatro dei Filodrammatici, per essere ammessa ai corsi di dizione e di recitazione di questa nostra scuola di Milano. Ma dovetti tornarmene indietro, delusa e triste, dopo un gentile ma fermo diniego non avendo ancora raggiunto l’età prescritta dai regolamenti per l’ammissione (sedici anni). L’anno dopo, come se avessi già raggiunto quell’età, col viso più fermo, bussai ancora a quella porta; e, di fronte a tanta buona e appassionata volontà, ecco il primo strappo ai regolamenti, alle date, ai principi, alle consuetudini. […]",0.9119479520013556,0.0003569706459529698,4.6512799167786056e-10,3.1869265004758063e-09,6.253713218029588e-05,0.016914913430809975,2.7984874861886055e-08,6.154386511525445e-08,0.0015792594058439136,1.0479191558943057e-07,0.03308597952127457,0.011158031411468983,1.1565474977714985e-07,1.7733585710999478e-09,5.557535681655068e-11,0.013636835850775242,1.951169781300166e-10,7.254361844388768e-05,0.5156199336051941,0.1561049073934555
"[L’ Accademia] fu come una mia seconda e più vera casa […] Ofelia Mazzoni prestava con un incanto, vorrei dire autoritario, il suo insegnamento; […] La gioia della mia prima conquista fu il suo giudizio […]. Ecco poi nel secondo anno, sostituirsi a lei, Enrico Reinach: buono, paterno, signorile. Seppe trovare in me le due vene: la vena drammatica e quella comica; perciò, io fui tra le sue allieve l’unica alla quale a ogni saggio fossero affidate due scene, una drammatica e una comica.",0.8698973299469799,2.406102339591598e-06,0.001597845577634871,4.1326436717170623e-10,0.0009473089594393969,0.0011972112115472555,2.5085482135978054e-08,1.6402886826583085e-09,2.5730573227633613e-08,5.280355708237039e-07,9.138751089210473e-09,0.0022872276604175568,5.452188145405046e-10,0.0003514382697176188,1.7939455476678745e-11,0.0013670255430042744,1.4285517863754649e-05,3.8831109122838825e-05,0.00045474787475541234,0.0007495314348489046
"Tra i ricordi dell’Accademia non posso tra lasciare il più grande: la ventura di avere avuto tra le spettatrici, a uno dei saggi, Eleonora Duse. Non ebbi neanche il bene di vederla in viso. […] Ebbi il senso della sua presenza fisica solo quando Enrico Reinach, alla fine del saggio, mi disse raggiante d’aver avuto da lei le più calde congratulazioni per «la sua allieva ».",0.8743895340012386,1.204022659351267e-09,2.288182976428743e-09,0.0020667945500463247,1.1478768101369496e-05,0.009708477184176445,0.0007672924548387527,1.4744793164211956e-09,3.175577578673483e-10,1.7082926739853121e-10,6.1294787023769e-09,7.706509677518625e-06,1.5123965413366136e-09,5.5059917514199697e-08,8.039170718010524e-11,0.0016484829830005765,2.1907815153099364e-06,8.3653303590836e-06,0.07585817575454712,0.0026112475898116827
"Il suo [di Enrico Reinach] insegnamento di due anni aveva stretta vieppiù la nostra conoscenza, devota da parte mia e amichevole anche verso i miei parenti da parte sua. Immaginarsi quindi la mia sorpresa, quando venni a sapere che ai miei genitori egli aveva sconsigliato la mia entrata in arte. Una fiamma di collera mi salì alla fronte; mi parve un tradimento. Ma lui, con la sua vecchia esperienza di comico, carezzandomi la guancia con la sua bella mano ingioiellata al mignolo: «Cara, il teatro, è meglio vederlo dalla poltrona». Mi sapeva già fidanzata, e gli era più grato vedermi tra le cure di una casa, anziché tra le incertezze e instabilità di un palcoscenico. […] La famiglia stringeva sempre più i freni, proibizione di partecipare a qualunque recita […] mi si offerse allora anche la possibilità di entrare nella cinematografia italiana, […] ma non osai neanche farne parola ai miei, benché mi sentissi attratta da questa nuova e prestigiosa forma d’arte. Attendevo con ansia di divenire maggiorenne per dichiarare la mia aspirazione. Ma il momento venne anche prima […] con l’interesse […] di Sabatino Lopez, che allora presiedeva agli spettacoli del Teatro del Popolo di Milano. Egli convinse con la sua autorità i miei genitori che trattandosi di teatro stabile con sede nella stessa città io potevo far l’attrice non allontanandomi da casa.",1.1304713529534638,1.3470690873873536e-06,0.044680867344141006,3.999252928821306e-09,1.0551072904263492e-07,0.011687257327139378,2.1024335694619367e-07,0.11920291930437088,1.6112647882593478e-09,3.037090801072395e-09,4.6076098492164874e-09,0.0010162440594285727,7.021669290452337e-08,4.0694576455280185e-05,8.434910755972247e-12,0.01912403479218483,1.0226450086747718e-07,3.321419353596866e-05,0.9433475732803345,0.23370636999607086
"Ettore Paladini, direttore della Compagnia, […] ci guardava con occhi buoni e scrutatori […], e duro ma illuminato in viso […] da una luce di intelligente bontà. La mia anima si temprò alla sua disciplina. Disciplina di soldato, di giusto, di innamorato del suo lavoro. […] Virgilio Talli io lo compresi subito: esuberante d’animo per i suoi attori, […] esuberante d’amore per il teatro. Non mi facevano paura le sue grida e le sue sfuriate. […] E fu per me Maestro impareggiabile. La cura del particolare, pur minutissima, non era mai in lui a scapito dell’idea generale del lavoro.",0.8896484200377017,2.7044524841812745e-08,1.5150346255321523e-10,2.7513296085857064e-09,0.025565214455127716,0.0003113695129286498,2.4755586469638047e-10,5.5062145815076846e-11,7.6114242686387e-10,1.1598777494015167e-09,6.240025857140452e-11,2.406102339591598e-06,3.6361541555507415e-10,0.016914913430809975,3.268392223532146e-10,0.02595735713839531,4.147412635546743e-09,3.5145562833349686e-06,0.9859364032745361,3.1741242967342487e-10
"Additata da Marco Praga come una delle poche attrici mature per un posto di responsabilità e di preminenza, io ero predestinata a legare la mia giovinezza […] addestrata dai due maggiori maestri della scena di prosa in Italia, […] alla più bella e sublime impresa che uno spirito giovanissimo e disinteressato doveva regalare al nostro Paese e a noi attori con la sua alta e umana partecipazione. Mentre la Duse, in giro per il mondo, benediceva a questa impresa, ecco che Luigi Pirandello, interessato dalla critica di Marco Praga, scrive a Talli per me. In seguito alla risposta di Talli, ecco a Milano un messo di Pirandello col preciso incarico di scritturarmi prima attrice. La nostra prima intesa avvenne così: senza esserci veduti né esserci parlati.",0.8902137489058077,7.917837763216085e-08,9.60542756445193e-09,1.1814877964866355e-08,0.00012339458044152707,0.012821214273571968,0.000191104321856983,6.909057770343452e-10,3.0278366480729346e-09,1.2212263200694906e-08,3.205827852070797e-07,3.426849070820026e-05,1.5123965413366136e-09,3.6611700693356397e-07,2.0287162574850193e-11,0.04084571450948715,2.9189394012973935e-07,0.00028462239424698055,0.011869121342897415,0.8670357465744019
"Arrivai a Roma con mia madre e corsi subito al Teatro Odescalchi per prendere il mio posto. La Compagnia era già riunita da qualche tempo; io […] arrivavo ultima. Un uomo calvo e con una piccola barba a punta, nell’oscurità del palcoscenico, il viso pallido e solcato, era balzato in piedi con una agilità portentosa, in contrasto col suo aspetto, appena qualcuno disse il mio nome. E una mano calda e vigorosa scosse più e più volte la mia, con quella cordialità che è propria soltanto agli uomini che sanno dare e fare il bene. […] Curiosità, interesse, invidie, lotte, si erano accese fin da principio; lotte, intendo dire, da parte di chi è stato sempre contrario a ogni nobile e disinteressata impresa d’arte nel mondo del teatro. L’attesa della mia presentazione, acuita dal ritardo, era vivissima. Come per ogni grande impresa ai primi inizi, il primo assestamento era difficile. […] Fu un trionfo. Un trionfo per Bontempelli, per Luigi Pirandello, per il Teatro e per me. Piangevo di consolazione e di beatitudine. Mai più, dopo, ebbi una così piena e pura gioia.",1.040776968933642,7.056038953123789e-08,1.3222435646387254e-10,5.7503846129236535e-09,0.00712142838165164,0.004399412777274847,1.6356899168457062e-09,2.6688529032981023e-05,1.6114368728281647e-09,1.884046918476656e-09,1.7845539282412837e-11,5.920916373725049e-05,7.076270819306174e-11,0.0031480707693845034,1.3917430576049217e-11,0.014063628390431404,6.903156934967569e-10,8.870127203408629e-06,0.8807970285415649,0.04742587357759476
"Sola, aiutata dal vigile e costante amore di mio padre, io presi le redini della prima Compagnia « Marta Abba » nel 1929, tutta di giovani guidati e diretti da me.  […] Seguitai a portare in giro le mie maggiori interpretazioni del repertorio pirandelliano. […] uomini sapienti ed esperti del teatro […] catalogavano il mio repertorio come cerebrale e soltanto artistico (vale a dire anticommerciale). E la voce s’era propagata nel pubblico. Cerebrale Marta Abba e grande soltanto nell’arte pirandelliana. […] E così l’anno dopo una seconda Compagnia di mia formazione, con un repertorio che si andava sempre più accrescendo di nuove interpretazioni, tra le quali mi piace ricordare soprattutto quella di Madame Legros, di Penelope di Maugham, di La buona fata di Molnar, di La nostra compagna di Antoine, e di Anna Karenina tratta dal romanzo di Tolstoi e del Grillo del focolare tratto dal romanzo di Dickens.",0.9766787950647995,0.0001699752756394446,1.044003564154572e-10,7.114706740418697e-11,3.0894946121406974e-06,0.05665242671966553,4.55127455722959e-08,5.347819183043612e-07,2.176405028420092e-10,2.2115048681214944e-10,1.5880765591447243e-09,7.254361844388768e-05,1.1740196315113138e-10,6.513035799571298e-08,1.792741476103199e-11,0.00010720880527514964,6.540436970681185e-06,2.463161081323051e-06,7.842057243578893e-07,0.9433475732803345
"Ritornando in Patria dopo tanti trionfi ci aspettava la più amara delusione: non sapevamo più dove andare. Per i debiti contratti a causa della ricostruzione del Teatro Odescalchi che dovevano essere pagati dallo Stato e per i ritardi intervenuti nel pagamento, il Teatro si dovette abbandonare al concessionario del Principe Odescalchi. […] La guerra cominciò fin dal giorno che la volontà e la passione di undici giovani fondarono un teatro stabile a Roma. Infatti il Teatro Odescalchi era detto anche «Teatro degli Undici », e vi posero a capo Luigi Pirandello; lotta coperta e insidiosa da parte di una società che s’era accaparrato tutto il monopolio del teatro in Italia: teatri, repertorio, Compagnie. Di fronte a questa guerra io […] rimasi a lottare accanto a Luigi Pirandello, esposta poi sempre a tutte le vendette degli avversari, sentendo che la causa per cui si combatteva era santa, e tutta in favore di noi attori per la dignità della nostra professione e per l'onore del Teatro Italiano. Fin dai contratti che le imprese facevano con la Compagnia del Teatro d’Arte di Roma, diretta da Luigi Pirandello, si esigeva che accanto al nome del Maestro figurasse come con dizione di scrittura, unico e solo, il mio; […] Una Compagnia che in tutte le nazioni d’Europa era stata accolta con tutti gli onori dei massimi teatri, fu condannata a girare quasi soltanto nella provincia […] Unica speranza di salvezza l’America del Sud. Era stato promesso all’impresario americano che la nostra Compagnia sarebbe stata sola a partire quell’anno, 1926, per l’Argentina.",1.1959134939825162,4.901183903172068e-09,1.59165637114711e-07,7.382385774690192e-06,1.9750534363538463e-07,0.08269733935594559,0.0008360903011634946,8.007523116804194e-11,8.006729307341587e-11,4.871392872418667e-11,0.00010071400902234018,6.302758993115276e-05,1.1102353028036305e-06,7.296378953469684e-06,7.45276149821672e-12,0.005139611195772886,4.6433376588161934e-10,7.706509677518625e-06,0.4073334038257599,0.9796676635742188
