text,time,autodeterminazione,casa,corpo,dimensione spirituale,eventi della vita,eventi storici,famiglia,infanzia e adolescenza,invecchiamento,malinconia,performance di sé,politica,relazione con gli uomini,relazione con il mondo naturale,relazione con la realtà,relazione con le donne,scrivere,sentimenti e stati d animo,mestiere dell’attrice
"Non si può toccare il polso a questo ammalato [il Teatro italiano] senza interrogare chi ha dimostrato di sapere con dignità e coscienza esercitare questa travagliata nostra arte, che non avrà mai riposo, che non toccherà mai una mèta, perché appena una ne abbia raggiunta, un’altra ne sorge diversa da conquistare. Sicché, per noi, la nostra vita sarà sempre una povera cosa anche se agli altri paia splendida. Una vita, che se è fatta di tante vite e dà la gioia e il tormento di viverle tutte, domani poi non è più niente.",0.8513571112416685,0.23800532519817352,0.014465117827057838,0.3175649642944336,0.6341422200202942,0.7920700907707214,0.4978959560394287,0.27635177969932556,0.5319716334342957,0.6773155927658081,0.4216156303882599,0.8856882452964783,0.004720368422567844,0.1862371265888214,0.08873142302036285,0.4273573160171509,0.2194167673587799,0.2951336205005646,0.42939284443855286,0.2106962651014328
"Avevo quattordici anni, quando mi presentai alla segreteria dell’Accademia del Teatro dei Filodrammatici, per essere ammessa ai corsi di dizione e di recitazione di questa nostra scuola di Milano. Ma dovetti tornarmene indietro, delusa e triste, dopo un gentile ma fermo diniego non avendo ancora raggiunto l’età prescritta dai regolamenti per l’ammissione (sedici anni). L’anno dopo, come se avessi già raggiunto quell’età, col viso più fermo, bussai ancora a quella porta; e, di fronte a tanta buona e appassionata volontà, ecco il primo strappo ai regolamenti, alle date, ai principi, alle consuetudini. […]",0.8513571112416685,0.18513847887516022,0.03991379216313362,0.1514504998922348,0.10402343422174454,0.5244513154029846,0.6322100758552551,0.2842855155467987,0.7986354231834412,0.8941391706466675,0.4320560395717621,0.6712889075279236,0.01053074561059475,0.2701658308506012,0.08863390237092972,0.44716891646385193,0.47264736890792847,0.6529330015182495,0.8240774869918823,0.3135760724544525
"[L’ Accademia] fu come una mia seconda e più vera casa […] Ofelia Mazzoni prestava con un incanto, vorrei dire autoritario, il suo insegnamento; […] La gioia della mia prima conquista fu il suo giudizio […]. Ecco poi nel secondo anno, sostituirsi a lei, Enrico Reinach: buono, paterno, signorile. Seppe trovare in me le due vene: la vena drammatica e quella comica; perciò, io fui tra le sue allieve l’unica alla quale a ogni saggio fossero affidate due scene, una drammatica e una comica.",0.8513571112416685,0.23273825645446777,0.9637707471847534,0.12995712459087372,0.8926223516464233,0.4671465754508972,0.6559813618659973,0.758177638053894,0.5704280138015747,0.6231268644332886,0.3359484076499939,0.8605604767799377,0.05312738195061684,0.6166581511497498,0.1033574789762497,0.9267329573631287,0.6382865309715271,0.8631768226623535,0.7490649819374084,0.589391827583313
"Tra i ricordi dell’Accademia non posso tra lasciare il più grande: la ventura di avere avuto tra le spettatrici, a uno dei saggi, Eleonora Duse. Non ebbi neanche il bene di vederla in viso. […] Ebbi il senso della sua presenza fisica solo quando Enrico Reinach, alla fine del saggio, mi disse raggiante d’aver avuto da lei le più calde congratulazioni per «la sua allieva ».",0.8513571112416685,0.18389892578125,0.14231224358081818,0.3731209337711334,0.5844679474830627,0.5095002055168152,0.9168450236320496,0.23423893749713898,0.5977640748023987,0.786734402179718,0.1782023012638092,0.8873768448829651,0.006189895328134298,0.23855993151664734,0.16036571562290192,0.6312880516052246,0.6398478746414185,0.9097222685813904,0.502246081829071,0.5425260663032532
"Il suo [di Enrico Reinach] insegnamento di due anni aveva stretta vieppiù la nostra conoscenza, devota da parte mia e amichevole anche verso i miei parenti da parte sua. Immaginarsi quindi la mia sorpresa, quando venni a sapere che ai miei genitori egli aveva sconsigliato la mia entrata in arte. Una fiamma di collera mi salì alla fronte; mi parve un tradimento. Ma lui, con la sua vecchia esperienza di comico, carezzandomi la guancia con la sua bella mano ingioiellata al mignolo: «Cara, il teatro, è meglio vederlo dalla poltrona». Mi sapeva già fidanzata, e gli era più grato vedermi tra le cure di una casa, anziché tra le incertezze e instabilità di un palcoscenico. […] La famiglia stringeva sempre più i freni, proibizione di partecipare a qualunque recita […] mi si offerse allora anche la possibilità di entrare nella cinematografia italiana, […] ma non osai neanche farne parola ai miei, benché mi sentissi attratta da questa nuova e prestigiosa forma d’arte. Attendevo con ansia di divenire maggiorenne per dichiarare la mia aspirazione. Ma il momento venne anche prima […] con l’interesse […] di Sabatino Lopez, che allora presiedeva agli spettacoli del Teatro del Popolo di Milano. Egli convinse con la sua autorità i miei genitori che trattandosi di teatro stabile con sede nella stessa città io potevo far l’attrice non allontanandomi da casa.",0.8513571112416685,0.191116601228714,0.8744044303894043,0.2246980518102646,0.2215566337108612,0.4253823161125183,0.6819601058959961,0.9056546688079834,0.7322594523429871,0.8707462549209595,0.3295576572418213,0.6920139789581299,0.012042014859616756,0.7030520439147949,0.09792057424783707,0.7985309958457947,0.6431660652160645,0.9392668604850769,0.9228684902191162,0.5561838150024414
"Ettore Paladini, direttore della Compagnia, […] ci guardava con occhi buoni e scrutatori […], e duro ma illuminato in viso […] da una luce di intelligente bontà. La mia anima si temprò alla sua disciplina. Disciplina di soldato, di giusto, di innamorato del suo lavoro. […] Virgilio Talli io lo compresi subito: esuberante d’animo per i suoi attori, […] esuberante d’amore per il teatro. Non mi facevano paura le sue grida e le sue sfuriate. […] E fu per me Maestro impareggiabile. La cura del particolare, pur minutissima, non era mai in lui a scapito dell’idea generale del lavoro.",0.8513571112416685,0.10809121280908585,0.02069101855158806,0.46671146154403687,0.7828813791275024,0.2915656566619873,0.6091412305831909,0.3282600939273834,0.20200510323047638,0.5034504532814026,0.13310591876506805,0.8549869656562805,0.002303940011188388,0.7908115983009338,0.1133865937590599,0.8076237440109253,0.33834588527679443,0.6441830992698669,0.8414081335067749,0.5512957572937012
"Additata da Marco Praga come una delle poche attrici mature per un posto di responsabilità e di preminenza, io ero predestinata a legare la mia giovinezza […] addestrata dai due maggiori maestri della scena di prosa in Italia, […] alla più bella e sublime impresa che uno spirito giovanissimo e disinteressato doveva regalare al nostro Paese e a noi attori con la sua alta e umana partecipazione. Mentre la Duse, in giro per il mondo, benediceva a questa impresa, ecco che Luigi Pirandello, interessato dalla critica di Marco Praga, scrive a Talli per me. In seguito alla risposta di Talli, ecco a Milano un messo di Pirandello col preciso incarico di scritturarmi prima attrice. La nostra prima intesa avvenne così: senza esserci veduti né esserci parlati.",0.8513571112416685,0.14638637006282806,0.044316962361335754,0.10644415766000748,0.7034348845481873,0.28664958477020264,0.38719528913497925,0.07713757455348969,0.8337185382843018,0.6519185900688171,0.3069937229156494,0.6639686226844788,0.07739805430173874,0.21872635185718536,0.12521792948246002,0.43323665857315063,0.41023218631744385,0.9595293402671814,0.5174098610877991,0.740071177482605
"Arrivai a Roma con mia madre e corsi subito al Teatro Odescalchi per prendere il mio posto. La Compagnia era già riunita da qualche tempo; io […] arrivavo ultima. Un uomo calvo e con una piccola barba a punta, nell’oscurità del palcoscenico, il viso pallido e solcato, era balzato in piedi con una agilità portentosa, in contrasto col suo aspetto, appena qualcuno disse il mio nome. E una mano calda e vigorosa scosse più e più volte la mia, con quella cordialità che è propria soltanto agli uomini che sanno dare e fare il bene. […] Curiosità, interesse, invidie, lotte, si erano accese fin da principio; lotte, intendo dire, da parte di chi è stato sempre contrario a ogni nobile e disinteressata impresa d’arte nel mondo del teatro. L’attesa della mia presentazione, acuita dal ritardo, era vivissima. Come per ogni grande impresa ai primi inizi, il primo assestamento era difficile. […] Fu un trionfo. Un trionfo per Bontempelli, per Luigi Pirandello, per il Teatro e per me. Piangevo di consolazione e di beatitudine. Mai più, dopo, ebbi una così piena e pura gioia.",0.8513571112416685,0.13033419847488403,0.06616303324699402,0.45090532302856445,0.3600153625011444,0.4879749119281769,0.6810014843940735,0.4600088596343994,0.5086788535118103,0.6995453834533691,0.7491189241409302,0.7725791931152344,0.004293601494282484,0.8555947542190552,0.17096903920173645,0.49188151955604553,0.4031464457511902,0.39210864901542664,0.8890417218208313,0.5467890501022339
"Sola, aiutata dal vigile e costante amore di mio padre, io presi le redini della prima Compagnia « Marta Abba » nel 1929, tutta di giovani guidati e diretti da me.  […] Seguitai a portare in giro le mie maggiori interpretazioni del repertorio pirandelliano. […] uomini sapienti ed esperti del teatro […] catalogavano il mio repertorio come cerebrale e soltanto artistico (vale a dire anticommerciale). E la voce s’era propagata nel pubblico. Cerebrale Marta Abba e grande soltanto nell’arte pirandelliana. […] E così l’anno dopo una seconda Compagnia di mia formazione, con un repertorio che si andava sempre più accrescendo di nuove interpretazioni, tra le quali mi piace ricordare soprattutto quella di Madame Legros, di Penelope di Maugham, di La buona fata di Molnar, di La nostra compagna di Antoine, e di Anna Karenina tratta dal romanzo di Tolstoi e del Grillo del focolare tratto dal romanzo di Dickens.",0.8545029889792204,0.05090313032269478,0.02262870781123638,0.4365924596786499,0.45577308535575867,0.4129394590854645,0.561122477054596,0.6311554312705994,0.7056121826171875,0.6142216920852661,0.11297301948070526,0.8508113622665405,0.0028227551374584436,0.8920351266860962,0.026492446660995483,0.48583340644836426,0.1842917948961258,0.9363493323326111,0.41931137442588806,0.532502293586731
"Ritornando in Patria dopo tanti trionfi ci aspettava la più amara delusione: non sapevamo più dove andare. Per i debiti contratti a causa della ricostruzione del Teatro Odescalchi che dovevano essere pagati dallo Stato e per i ritardi intervenuti nel pagamento, il Teatro si dovette abbandonare al concessionario del Principe Odescalchi. […] La guerra cominciò fin dal giorno che la volontà e la passione di undici giovani fondarono un teatro stabile a Roma. Infatti il Teatro Odescalchi era detto anche «Teatro degli Undici », e vi posero a capo Luigi Pirandello; lotta coperta e insidiosa da parte di una società che s’era accaparrato tutto il monopolio del teatro in Italia: teatri, repertorio, Compagnie. Di fronte a questa guerra io […] rimasi a lottare accanto a Luigi Pirandello, esposta poi sempre a tutte le vendette degli avversari, sentendo che la causa per cui si combatteva era santa, e tutta in favore di noi attori per la dignità della nostra professione e per l'onore del Teatro Italiano. Fin dai contratti che le imprese facevano con la Compagnia del Teatro d’Arte di Roma, diretta da Luigi Pirandello, si esigeva che accanto al nome del Maestro figurasse come con dizione di scrittura, unico e solo, il mio; […] Una Compagnia che in tutte le nazioni d’Europa era stata accolta con tutti gli onori dei massimi teatri, fu condannata a girare quasi soltanto nella provincia […] Unica speranza di salvezza l’America del Sud. Era stato promesso all’impresario americano che la nostra Compagnia sarebbe stata sola a partire quell’anno, 1926, per l’Argentina.",0.8545029889792204,0.15062417089939117,0.0047566392458975315,0.04522886127233505,0.03235737234354019,0.6062357425689697,0.7447247505187988,0.32692670822143555,0.335410475730896,0.6724874973297119,0.44929343461990356,0.2713957726955414,0.2515239119529724,0.6221415400505066,0.11546959728002548,0.641334593296051,0.6363251209259033,0.7992991805076599,0.8384130597114563,0.3942098319530487
