text,time,self-determination,home,body,spiritual dimension,life events,historical events,family,childhood and adolescence,aging,meloncholy,self-performance,politics,relation with men,relation with the natural world,relation with reality,relation with women,writing,feelings and moods,profession of the actress
"You cannot touch the pulse of this sick [Italian Theatre] without questioning those who have shown that they know with dignity and conscience to exercise this troubled art of ours, that will never rest, that will never touch a goal, because as soon as one has reached, another arises different from conquering. So, for us, our life will always be a poor thing even if to the other splendid pairs. A life, that if it is made of so many lives and gives the joy and torment to live them all, tomorrow then it is nothing.",0.19127746671438217,0.07888679951429367,0.30777356028556824,0.16124846041202545,0.2794361114501953,0.8414430618286133,0.14801929891109467,0.04291273653507233,0.08974289149045944,0.13243575394153595,0.2762328088283539,0.35436737537384033,0.045767948031425476,0.6520840525627136,0.2243630588054657,0.9586799740791321,0.2878991365432739,0.09998295456171036,0.21216009557247162,0.9294214248657227
"I was fourteen years old when I introduced myself to the secretariat of the Academy of the Teatro dei Filodrammatici, to be admitted to the diction and acting courses of our school in Milan. But I had to go back, disappointed and sad, after a kind but firm denial having not yet reached the age prescribed by the regulations for admission (sixteen years). The following year, as if I had already reached that age, with a firmer face, I still knocked on that door; and, in the face of such a good and passionate will, here is the first tear from regulations, dates, principles, customs. [...]",0.19127746671438217,0.7691370248794556,0.8256537914276123,0.37268683314323425,0.18107996881008148,0.9510842561721802,0.9116138815879822,0.20189671218395233,0.9640244841575623,0.8136767148971558,0.7151128053665161,0.9122431874275208,0.18967974185943604,0.5823039412498474,0.13392406702041626,0.9816913604736328,0.16966280341148376,0.3061746060848236,0.6795262694358826,0.8043652176856995
"[The Academy] was like a second and truer home of mine [...] Ofelia Mazzoni was lending with an enchantment, I would say authoritarian, her teaching; [...] The joy of my first conquest was her judgment [...]. Here then in the second year, replace her, Enrico Reinach: good, fatherly, noble. He could find in me the two veins: the dramatic vein and the comedy vein; therefore, I was among his students the only one to whom each essay was entrusted two scenes, one dramatic and one comic.",0.19127746671438217,0.5195168852806091,0.9190846085548401,0.6256654858589172,0.6280001997947693,0.753300666809082,0.5853425860404968,0.8757097721099854,0.2899112105369568,0.6401957869529724,0.03562800958752632,0.4650534391403198,0.15551939606666565,0.9680448174476624,0.5204023718833923,0.969441831111908,0.9485523700714111,0.9738577008247375,0.7191246747970581,0.49509894847869873
"Among the memories of the Academy I cannot leave the greatest: the venture of having had among the spectators, to one of the essays, Eleonora Duse. I didn't even have the good of seeing her face. [...] I had the sense of his physical presence only when Enrico Reinach, at the end of the essay, told me radiantly that he had received from her the warmest congratulations for his pupil.",0.19127746671438217,0.25410428643226624,0.46101444959640503,0.32185953855514526,0.669907808303833,0.08132250607013702,0.33513620495796204,0.15544278919696808,0.0052936263382434845,0.3466309607028961,0.0057604447938501835,0.2692449986934662,0.062208935618400574,0.4852970838546753,0.46179232001304626,0.894960343837738,0.8769785761833191,0.3770800530910492,0.6342002153396606,0.33693021535873413
"His two - year teaching [by Henry Reinach] had grasped our knowledge more closely, devoted on my part and friendly also to my relatives on his part. Imagine, then, my surprise when I learned that my parents had not been informed of my entry into art. A flame of anger went up to my forehead; it seemed to me a betrayal. But he, with his old experience as a comedian, caressing my cheek with his beautiful hand jeweled to the little finger: ""Dear, the theater, it is better to see him from the armchair."" He already knew me engaged, and he was more grateful to see me in the care of a house than in the uncertainty and instability of a stage. [...] The family tightened more and more the brakes, prohibition to participate in any play [...] I was offered then also the possibility to enter the Italian cinematography, [...] but I didn't dare even mention it to my parents, although I felt attracted to this new and prestigious form of art. I looked forward to becoming an adult to declare my aspiration. But the moment came also before [...] with the interest [...] by Sabatino Lopez, who then presided at the performances of the Teatro del Popolo in Milan. He convinced my parents with his authority that being a stable theatre based in the same city, I could act as an actress and not stray from home.",0.19127746671438217,0.7294312119483948,0.9884772896766663,0.4559013545513153,0.7104323506355286,0.9591748118400574,0.7799924612045288,0.9518561363220215,0.5671225786209106,0.4575025141239166,0.13502062857151031,0.6686222553253174,0.13121816515922546,0.8863472938537598,0.5481293797492981,0.9837504029273987,0.7538731694221497,0.06202051043510437,0.9700772166252136,0.9300913214683533
"Ettore Paladini, director of the Company, [...] looked at us with good eyes and peers [...], and hard but illuminated in the face [...] by a light of intelligent goodness. My soul tightened to its discipline. Discipline of soldier, just, in love with his work. [...] Virgilio Talli I immediately understood him: exuberant in spirit for his actors, [...] exuberant in love for the theater. I wasn't afraid of his screaming and his fury. [...] And he was an incomparable Master for me. The care of detail, although very minute, was never in him at the expense of the general idea of work.",0.19127746671438217,0.6315446496009827,0.8959994912147522,0.4404691457748413,0.8362064361572266,0.3413439393043518,0.4733406603336334,0.07448531687259674,0.041707687079906464,0.10338867455720901,0.005112750455737114,0.09529799222946167,0.01017181109637022,0.9811025857925415,0.35767778754234314,0.9855213165283203,0.05627014487981796,0.1258130669593811,0.8231009840965271,0.04645343869924545
"Added by Marco Praga as one of the few mature actresses for a place of responsibility and prominence, I was predestined to tie my youth [...] trained by the two major masters of the prose scene in Italy, [...] to the most beautiful and sublime undertaking that a very young and selfless spirit had to give to our country and to us actors with its high and human participation. While Duse, around the world, blessed this undertaking, Luigi Pirandello, interested in Marco Praga's criticism, wrote to Talli for me. Following Talli's reply, here is a poster from Pirandello in Milan with the precise task of writing me first actress. Our first understanding was like this: without seeing or speaking to us.",0.19127746671438217,0.8074420094490051,0.7192609310150146,0.1826305091381073,0.831703245639801,0.7841719388961792,0.310606986284256,0.07463017851114273,0.2213892787694931,0.025486528873443604,0.02402573637664318,0.5830955505371094,0.04620027169585228,0.34415411949157715,0.37081313133239746,0.9716998338699341,0.447811096906662,0.6977763175964355,0.27457863092422485,0.8102059364318848
"I arrived in Rome with my mother and immediately ran to the Odescalchi Theatre to take my place. The Company was already reunited for some time; I [...] came last. A bald man with a small pointed beard, in the darkness of the stage, the pale and furrowed face, had leaped up with a portentous agility, in contrast to his appearance, as soon as someone said my name. And a warm and vigorous hand shook me over and over again, with that friendliness that is proper only to men who know how to give and do good. [...] Curiosity, interest, envy, struggles had been on since the beginning; struggles, I mean, by those who have always been opposed to every noble and disinterested art venture in the world of theatre. The wait for my presentation, exacerbated by the delay, was very lively. As with any major enterprise in the early days, the first settlement was difficult. [...] It was a triumph. A triumph for Bontempelli, for Luigi Pirandello, for the Theatre and for me. I cried for consolation and bliss. Never again, afterward, did I have such a full and pure joy.",0.19127746671438217,0.7892757654190063,0.9166428446769714,0.6676461696624756,0.8603493571281433,0.9426937103271484,0.9448873996734619,0.919569194316864,0.08446836471557617,0.09898214042186737,0.06596603244543076,0.6572542786598206,0.3935015797615051,0.9898331165313721,0.7542840838432312,0.9935757517814636,0.3747541606426239,0.47955915331840515,0.9298132061958313,0.35451841354370117
"Alone, helped by my father's watchful and constant love, I took the reins of the first Company Marta Abba in 1929, all of young people led and directed by me.  [...] I followed to carry around my major interpretations of the Pirandelli repertoire. [...] wise men and experts of the theatre [...] catalogued my repertoire as a brain and only artistic (i.e. anti-commercial). And the voice spread to the public. Cerebral Marta Abba is great only in piradellian art. [...] And so the year after a second Company of my formation, with a repertoire that was increasingly increasing of new interpretations, among which I like to remember above all that of Madame Legros, Penelope of Maugham, The Good Fairy of Molnar, Our companion of Antoine, and Anna Kapina taken from the novel of Tolstoi and the Cricket of the hearth taken from the novel of Dickens.",0.23001194559037685,0.9466047286987305,0.8661316633224487,0.0675688311457634,0.3873319923877716,0.8887728452682495,0.4371764659881592,0.9429630637168884,0.30878034234046936,0.24916352331638336,0.05992984026670456,0.8552469611167908,0.02664598822593689,0.6758719086647034,0.5166448950767517,0.9494635462760925,0.9105305671691895,0.23326154053211212,0.18295012414455414,0.45974308252334595
"Returning to our homeland after many triumphs, the bitterest disappointment awaited us: we no longer knew where to go. For the debts incurred due to the reconstruction of the Odescalchi Theatre that had to be paid by the State and for the delays in payment, the Theatre had to abandon itself to the concessionary of Prince Odescalchi. [...] The war began from the day that the will and passion of eleven young people founded a stable theatre in Rome. In fact, the Odescalchi Theatre was also called ""Theatre of the Eleven,"" and they put Luigi Pirandello at the head of it; the struggle was covered and insidious by a society that hijacked the entire monopoly of theatre in Italy: theatres, repertoire, Compagnie. In the face of this war I [...] remained to fight alongside Luigi Pirandello, then always exposed to all the vendetta of the opponents, feeling that the cause for which he fought was holy, and all in favor of us actors for the dignity of our profession and for the honor of the Italian Theatre. From the contracts that the companies did with the Compagnia del Teatro d'Arte of Rome, directed by Luigi Pirandello, it was demanded that next to the name of the Master figure as a diction of writing, unique and only, mine; [...] A Company that in all the nations of Europe had been welcomed with all the honors of the greatest theaters, was condemned to shoot almost only in the province [...] Only hope of salvation the South America. It had been promised to the American contractor that our Company would be alone in that year, 1926, for Argentina.",0.23001194559037685,0.11165215820074081,0.7836020588874817,0.4151335060596466,0.7940793037414551,0.9287953972816467,0.9421586394309998,0.4883743226528168,0.1213269978761673,0.3952557444572449,0.07715936750173569,0.3337610960006714,0.7726373076438904,0.9083682298660278,0.7244490385055542,0.9355847835540771,0.2789548933506012,0.962643563747406,0.889549195766449,0.9125660061836243
