text,time,self-determination,home,body,spiritual dimension,life events,historical events,family,childhood and adolescence,aging,meloncholy,self-performance,politics,relation with men,relation with the natural world,relation with reality,relation with women,writing,feelings and moods,profession of the actress
"You cannot touch the pulse to this sick [the Italian theater] without interrogating those who have shown that they know with dignity and consciousness to exercise this troubled art, which will ever have rest, which will never touch a goal, because just one has reached it , another arises different to conquer. So, for us, our life will always be a poor thing even if to the other splendid pairs. A life, which if it is made up of many lives and gives the joy and torment of living them all, tomorrow is nothing more.",0.07688607438467443,0.04701681435108185,0.31786859035491943,0.061482496559619904,0.8817739486694336,0.9872292876243591,0.8888201117515564,0.3897988200187683,0.3252522349357605,0.17579984664916992,0.20160093903541565,0.21453985571861267,0.030371645465493202,0.7193870544433594,0.023003889247775078,0.94029301404953,0.655529260635376,0.07654885947704315,0.08703223615884781,0.1922454684972763
"I was fourteen, when I introduced myself to the Secretariat of the Academy of the Teatro dei Filodrammatici, to be admitted to the diction and acting courses of our school in Milan. But I had to go back, disappointed and sad, after a kind but firm denial having not yet reached the age prescribed by the regulations for admission (sixteen years). The following year, as if I had already reached that age, with the firmer face, I still knock on that door; And, in the face of so much good and passionate will, here is the first tear to the regulations, dates, principles, customs. [...]",0.07688607438467443,0.03416232764720917,0.499157190322876,0.21085676550865173,0.08515650779008865,0.322241872549057,0.6649927496910095,0.1851358264684677,0.8321334719657898,0.9860799312591553,0.05474337935447693,0.23583942651748657,0.002640274353325367,0.48019418120384216,0.011700760573148727,0.13214848935604095,0.5391994118690491,0.5741615295410156,0.0275358185172081,0.2547067403793335
"[The Academy] was like my second and most true home [...] Ophelia Mazzoni lent with an enchantment, I would like to say authoritarian, his teaching; [...] The joy of my first conquest was his judgment [...]. Here in the second year, replace her, Enrico Reinach: good, paternal, elegant. I knew how to find the two veins in me: the dramatic vein and the comic vein; Therefore, I was among its students the only one to which two scenes were entrusted to each essay, a dramatic and a comedian.",0.07688607438467443,0.019989820197224617,0.9943314790725708,0.1299389749765396,0.9312907457351685,0.41832804679870605,0.9826827645301819,0.98463374376297,0.8345008492469788,0.4248380661010742,0.005397682543843985,0.3326496183872223,0.0019510714337229729,0.9746708869934082,0.8884086608886719,0.9611579179763794,0.9971217513084412,0.4751708507537842,0.03212054818868637,0.1414143443107605
"Among the memories of the Academy I cannot between leaving the greatest: the fortune of having had among the spectators, to one of the essays, Eleonora Duse. I didn't even have the good to see her in the face. [...] I had the meaning of his physical presence only when Enrico Reinach, at the end of the essay, told me radiant to have had the hottest congratulations from her for ""her student"".",0.07688607438467443,0.06997425854206085,0.5282052755355835,0.9762884974479675,0.9798951745033264,0.416703462600708,0.6575794816017151,0.21363948285579681,0.429251104593277,0.4276438355445862,0.002481249161064625,0.930866539478302,0.0025331724900752306,0.6570063829421997,0.05652333050966263,0.9288043975830078,0.9976977109909058,0.964479923248291,0.08669297397136688,0.5170736312866211
"His [by Enrico Reinach] teaching of two years had tightened our knowledge, devoted on my and friendly even towards my relatives on his part. So imagine my surprise, when I learned that my parents had not recommended my entry in art. A flame of anger climbed me to the forehead; A betrayal seemed to me. But he, with his old comedian experience, caressing my cheek with his beautiful hand jagged the little finger: ""Dear, the theater, it is better to see it from the armchair"". He already knew me engaged, and it was grateful to him to see me in the care of a house, rather than among the uncertainties and instability of a stage. [...] The family gripped the brakes more and more, forbidden to participate in any act [...] I also offended the possibility of entering Italian cinematography, [...] but you don't even dare to speak to my parents, although I felt attracted to me by This new and prestigious art form. I was looking forward to becoming of age to declare my aspiration. But the moment was also first [...] with the interest [...] of Sabatino Lopez, who then presided over the shows of the Teatro del Popolo in Milan. He convinced with his authority my parents that being stable theater based in the same city I could be an actress not moving away from home.",0.07688607438467443,0.977844774723053,0.04534922540187836,0.6183829307556152,0.9919593334197998,0.9936263561248779,0.9943422675132751,0.9892567992210388,0.9824988842010498,0.992531955242157,0.8191255331039429,0.9439575672149658,0.9611750841140747,0.9923603534698486,0.9810119271278381,0.9942315816879272,0.983847439289093,0.9669064283370972,0.9921271204948425,0.9807116985321045
"Ettore Paladini, director of the company, [...] looked at us with good eyes and tellers [...], and hard but illuminated in the face [...] by a light of intelligent goodness. My soul tempon to his discipline. Discipline of soldier, of just, of in love with his work. [...] Virgilio Talli I understood it immediately: exuberant of mind for his actors, [...] exuberant of love for the theater. His cries and his outbursts were not afraid of me. [...] And it was an unparalleled master for me. The attention to detail, albeit very small, was never in him at the expense of the general idea of ​​work.",0.07688607438467443,0.21030203998088837,0.9802926182746887,0.2404627948999405,0.9811328649520874,0.06536503881216049,0.6692745685577393,0.08727795630693436,0.45458024740219116,0.20498274266719818,0.02776845172047615,0.849290668964386,0.005742510315030813,0.9966402649879456,0.01714455336332321,0.8531690835952759,0.4301533102989197,0.7468332052230835,0.8734798431396484,0.055529557168483734
"Sound by Marco Prague as one of the few mature actresses for a place of responsibility and pre -eminence, I was predestined to tie my youth [...] trained by the two major masters of the prose scene in Italy, [...] to the most beautiful and sublime Impro that a very young and disinterested spirit had to give to our country and to us actors with its high and human participation. While the Duse, around the world, blessed this company, here is that Luigi Pirandello, affected by the criticism of Marco Prague, writes to Talli for me. Following Talli's response, here in Milan a Pirandello place with the precise assignment of writing me first actress. Our first understanding took place like this: without being seen there or being spoken of us.",0.07688607438467443,0.03884676471352577,0.5747390985488892,0.20118993520736694,0.9488263726234436,0.5559593439102173,0.7581156492233276,0.3888055980205536,0.8324193954467773,0.018006328493356705,0.010239988565444946,0.948894202709198,0.7986463904380798,0.38913652300834656,0.9505038261413574,0.1958388239145279,0.995000958442688,0.9918205738067627,0.2711344063282013,0.9598956108093262
"I arrived in Rome with my mother and immediately ran to the Odescalchi Theater to take my place. The company had already gathered for some time; I [...] I came last. A bald man and with a small pointed beard, in the darkness of the stage, his pale and furrowed face, had jumped up with a portentous agility, in contrast with his appearance, as soon as someone said my name. And a warm and vigorous hand shook mine over and over again, with that cordiality that is only proper to men who know how to give and do good. [...] Curiosity, interest, envy, struggles, had turned on from the beginning; Lotte, I mean, by those who have always been against every noble and disinterested art business in the world of theater. The expectation of my presentation, exacerbated by the delay, was very lively. As with every great enterprise in the first beginning, the first settlement was difficult. [...] It was a triumph. A triumph for Bontempelli, for Luigi Pirandello, for the theater and for me. I cried of consolation and bliss. Never again, afterwards, I had such a full and pure joy.",0.07688607438467443,0.892326831817627,0.9771249890327454,0.940080463886261,0.9905326962471008,0.993900716304779,0.997586727142334,0.7736777663230896,0.9856138229370117,0.9926890730857849,0.021206660196185112,0.9952813386917114,0.9691634178161621,0.9934545755386353,0.8613113760948181,0.9670878052711487,0.7765706777572632,0.9602321982383728,0.9927511215209961,0.01297362893819809
"Only, helped by the watchful and constant love of my father, I took the reins of the first company ""Marta Abba"" in 1929, all of young people led and directed by me.  [...] I followed to carry around my greatest interpretations of the Pirandellian repertoire. [...] Wise and expert men of the theater [...] cataloged my repertoire as a cerebral and only artistic (i.e. anti antommerial). And the voice had spread to the public. Cerebral Marta Abba and great only in Pirandellian art. [...] And so the year after a second company of my formation, with a repertoire that was increasingly increasing of new interpretations, among which I like to remember above all that of Madame Legros, by Penelope di Maugham, the good fairy of Molnar, of our companion of Antoine, and of Anna Karenina taken from the novel of Tolstoi and the Grillo of the hearth taken from the novel by Dickens.",0.0832266598008573,0.03281239792704582,0.9805966019630432,0.4707660675048828,0.8301270008087158,0.7773403525352478,0.998399019241333,0.7021533250808716,0.9301804900169373,0.04743792861700058,0.01340454537421465,0.5809041857719421,0.018839234486222267,0.9971336126327515,0.06838633120059967,0.2823217809200287,0.9899541735649109,0.9696112871170044,0.020910749211907387,0.0239863358438015
"Returning to the homeland after so many triumphs the most bitter disappointment awaited us: we no longer knew where to go. For debts contracted due to the reconstruction of the Odescalchi Theater that had to be paid by the State and for the delays that occurred in the payment, the theater had to be abandoned to the dealer of Prince Odescalchi. [...] The war began from the day that the will and passion of eleven young people founded a stable theater in Rome. In fact, the Odescalchi theater was also called ""theater of the Eleven"", and they placed Luigi Pirandello in charge; Covered and insidious struggle by a society that has grabbed the whole monopoly of theater in Italy: theaters, repertoires, companies. In the face of this war, I [...] remained to fight next to Luigi Pirandello, then always exposed to all the revenge of the opponents, feeling that the cause for which it was fought was holy, and all in favor of us actors for the dignity of ours profession and for the honor of Italian theater. From the contracts that companies made with the Compagnia del Teatro d'Arte in Rome, directed by Luigi Pirandello, it was demanded that alongside the name of the Maestro it would imagine as with the diction of writing, unique and only, mine; [...] A company that in all the nations of Europe had been welcomed with all the honors of the highest theaters, was condemned to turn almost only in the province [...] the only hope of salvation, South America. She had been promised to American impresario that our company would have been alone starting that year, 1926, for Argentina.",0.0832266598008573,0.9150396585464478,0.3414483368396759,0.7931850552558899,0.9866936802864075,0.9741925001144409,0.9929074048995972,0.9000795483589172,0.9803516268730164,0.8706395030021667,0.7808947563171387,0.9032163023948669,0.960374653339386,0.9680712223052979,0.9853649139404297,0.6956369280815125,0.9912694692611694,0.9777726531028748,0.9823959469795227,0.06254637986421585
