text,time,self-determination,home,body,spiritual dimension,life events,historical events,family,childhood and adolescence,aging,meloncholy,self-performance,politics,relation with men,relation with the natural world,relation with reality,relation with women,writing,feelings and moods,profession of the actress
"You cannot touch the pulse of this sick [Italian Theatre] without questioning those who have shown that they know with dignity and conscience to exercise this troubled art of ours, that will never rest, that will never touch a goal, because as soon as one has reached, another arises different from conquering. So, for us, our life will always be a poor thing even if to the other splendid pairs. A life, that if it is made of so many lives and gives the joy and torment to live them all, tomorrow then it is nothing.",0.18026534654200077,0.9939947128295898,0.21695728600025177,0.9029762744903564,0.9934026002883911,0.9953342080116272,0.2142738550901413,0.9883261322975159,0.4474705755710602,0.9508541226387024,0.9759401679039001,0.987116277217865,0.3210213780403137,0.9847558736801147,0.7986325621604919,0.9926711320877075,0.894653856754303,0.7087469100952148,0.9812228679656982,0.950178861618042
"I was fourteen years old when I introduced myself to the secretariat of the Academy of the Teatro dei Filodrammatici, to be admitted to the diction and acting courses of our school in Milan. But I had to go back, disappointed and sad, after a kind but firm denial having not yet reached the age prescribed by the regulations for admission (sixteen years). The following year, as if I had already reached that age, with a firmer face, I still knocked on that door; and, in the face of such a good and passionate will, here is the first tear from regulations, dates, principles, customs. [...]",0.18026534654200077,0.9971224069595337,0.394064337015152,0.9745836853981018,0.9514243602752686,0.9946250319480896,0.9781031608581543,0.720558762550354,0.9989857077598572,0.9979113936424255,0.9924776554107666,0.9831348061561584,0.09358296543359756,0.9522637128829956,0.6848545670509338,0.9934658408164978,0.9091312885284424,0.949059009552002,0.9928695559501648,0.9894281029701233
"[The Academy] was like a second and truer home of mine [...] Ofelia Mazzoni was lending with an enchantment, I would say authoritarian, her teaching; [...] The joy of my first conquest was her judgment [...]. Here then in the second year, replace her, Enrico Reinach: good, fatherly, noble. He could find in me the two veins: the dramatic vein and the comedy vein; therefore, I was among his students the only one to whom each essay was entrusted two scenes, one dramatic and one comic.",0.18026534654200077,0.9727317690849304,0.9903661608695984,0.8461160063743591,0.8586638569831848,0.9375624060630798,0.126031294465065,0.9796642661094666,0.17415647208690643,0.6128126978874207,0.9893017411231995,0.9770464897155762,0.01592792198061943,0.928460955619812,0.22969673573970795,0.9899554252624512,0.9921534061431885,0.9967204332351685,0.9892752766609192,0.2736528217792511
"Among the memories of the Academy I cannot leave the greatest: the venture of having had among the spectators, to one of the essays, Eleonora Duse. I didn't even have the good of seeing her face. [...] I had the sense of his physical presence only when Enrico Reinach, at the end of the essay, told me radiantly that he had received from her the warmest congratulations for his pupil.",0.18026534654200077,0.763843834400177,0.011973082087934017,0.9832622408866882,0.9480485916137695,0.9467835426330566,0.9216775298118591,0.6066055297851562,0.07018038630485535,0.44901350140571594,0.9646207094192505,0.5401540994644165,0.018947966396808624,0.5283713340759277,0.2825503349304199,0.9903178811073303,0.9963765144348145,0.9683336019515991,0.984326183795929,0.5191609263420105
"His two - year teaching [by Henry Reinach] had grasped our knowledge more closely, devoted on my part and friendly also to my relatives on his part. Imagine, then, my surprise when I learned that my parents had not been informed of my entry into art. A flame of anger went up to my forehead; it seemed to me a betrayal. But he, with his old experience as a comedian, caressing my cheek with his beautiful hand jeweled to the little finger: ""Dear, the theater, it is better to see him from the armchair."" He already knew me engaged, and he was more grateful to see me in the care of a house than in the uncertainty and instability of a stage. [...] The family tightened more and more the brakes, prohibition to participate in any play [...] I was offered then also the possibility to enter the Italian cinematography, [...] but I didn't dare even mention it to my parents, although I felt attracted to this new and prestigious form of art. I looked forward to becoming an adult to declare my aspiration. But the moment came also before [...] with the interest [...] by Sabatino Lopez, who then presided at the performances of the Teatro del Popolo in Milan. He convinced my parents with his authority that being a stable theatre based in the same city, I could act as an actress and not stray from home.",0.18026534654200077,0.989496111869812,0.9938461184501648,0.9217219352722168,0.6696013808250427,0.9874091744422913,0.21357671916484833,0.9976772665977478,0.8630586862564087,0.9734691381454468,0.9685755968093872,0.9473630785942078,0.005305266939103603,0.9588303565979004,0.08582733571529388,0.991532027721405,0.9705768823623657,0.27481961250305176,0.9866618514060974,0.9962095022201538
"Ettore Paladini, director of the Company, [...] looked at us with good eyes and peers [...], and hard but illuminated in the face [...] by a light of intelligent goodness. My soul tightened to its discipline. Discipline of soldier, just, in love with his work. [...] Virgilio Talli I immediately understood him: exuberant in spirit for his actors, [...] exuberant in love for the theater. I wasn't afraid of his screaming and his fury. [...] And he was an incomparable Master for me. The care of detail, although very minute, was never in him at the expense of the general idea of work.",0.18026534654200077,0.0719526931643486,0.0388498492538929,0.4360869526863098,0.996911883354187,0.8894352316856384,0.33177614212036133,0.0713246762752533,0.08227063715457916,0.21568754315376282,0.9789666533470154,0.1039235070347786,0.01604091189801693,0.9972324371337891,0.029701195657253265,0.9788396954536438,0.033312343060970306,0.16497819125652313,0.9926167130470276,0.013821111060678959
"Added by Marco Praga as one of the few mature actresses for a place of responsibility and prominence, I was predestined to tie my youth [...] trained by the two major masters of the prose scene in Italy, [...] to the most beautiful and sublime undertaking that a very young and selfless spirit had to give to our country and to us actors with its high and human participation. While Duse, around the world, blessed this undertaking, Luigi Pirandello, interested in Marco Praga's criticism, wrote to Talli for me. Following Talli's reply, here is a poster from Pirandello in Milan with the precise task of writing me first actress. Our first understanding was like this: without seeing or speaking to us.",0.18026534654200077,0.986025869846344,0.34821662306785583,0.9661906957626343,0.9869830012321472,0.9473971128463745,0.13507740199565887,0.6627574563026428,0.5130443572998047,0.8767141699790955,0.988552451133728,0.9648538827896118,0.4452514946460724,0.812467098236084,0.3751528263092041,0.9948049187660217,0.9958417415618896,0.9967430830001831,0.9537392258644104,0.9784951210021973
"I arrived in Rome with my mother and immediately ran to the Odescalchi Theatre to take my place. The Company was already reunited for some time; I [...] came last. A bald man with a small pointed beard, in the darkness of the stage, the pale and furrowed face, had leaped up with a portentous agility, in contrast to his appearance, as soon as someone said my name. And a warm and vigorous hand shook me over and over again, with that friendliness that is proper only to men who know how to give and do good. [...] Curiosity, interest, envy, struggles had been on since the beginning; struggles, I mean, by those who have always been opposed to every noble and disinterested art venture in the world of theatre. The wait for my presentation, exacerbated by the delay, was very lively. As with any major enterprise in the early days, the first settlement was difficult. [...] It was a triumph. A triumph for Bontempelli, for Luigi Pirandello, for the Theatre and for me. I cried for consolation and bliss. Never again, afterward, did I have such a full and pure joy.",0.18026534654200077,0.9685112833976746,0.1945178061723709,0.914797306060791,0.9955057501792908,0.9960731863975525,0.9904780983924866,0.9795026779174805,0.9260133504867554,0.4799623191356659,0.9759219288825989,0.8922310471534729,0.0020611437503248453,0.997774064540863,0.0984465479850769,0.9921879172325134,0.5286828875541687,0.3511815369129181,0.9985544681549072,0.5772673487663269
"Alone, helped by my father's watchful and constant love, I took the reins of the first Company Marta Abba in 1929, all of young people led and directed by me.  [...] I followed to carry around my major interpretations of the Pirandelli repertoire. [...] wise men and experts of the theatre [...] catalogued my repertoire as a brain and only artistic (i.e. anti-commercial). And the voice spread to the public. Cerebral Marta Abba is great only in piradellian art. [...] And so the year after a second Company of my formation, with a repertoire that was increasingly increasing of new interpretations, among which I like to remember above all that of Madame Legros, Penelope of Maugham, The Good Fairy of Molnar, Our companion of Antoine, and Anna Kapina taken from the novel of Tolstoi and the Cricket of the hearth taken from the novel of Dickens.",0.18138197134248912,0.9856005311012268,0.28027209639549255,0.48271411657333374,0.9629127383232117,0.44599664211273193,0.5783011317253113,0.9087162613868713,0.6610704064369202,0.6439208388328552,0.9649484157562256,0.9725033640861511,0.0019205724820494652,0.9456831216812134,0.7546257376670837,0.9784160256385803,0.9884964823722839,0.8999770283699036,0.7797365784645081,0.8265138268470764
"Returning to our homeland after many triumphs, the bitterest disappointment awaited us: we no longer knew where to go. For the debts incurred due to the reconstruction of the Odescalchi Theatre that had to be paid by the State and for the delays in payment, the Theatre had to abandon itself to the concessionary of Prince Odescalchi. [...] The war began from the day that the will and passion of eleven young people founded a stable theatre in Rome. In fact, the Odescalchi Theatre was also called ""Theatre of the Eleven,"" and they put Luigi Pirandello at the head of it; the struggle was covered and insidious by a society that hijacked the entire monopoly of theatre in Italy: theatres, repertoire, Compagnie. In the face of this war I [...] remained to fight alongside Luigi Pirandello, then always exposed to all the vendetta of the opponents, feeling that the cause for which he fought was holy, and all in favor of us actors for the dignity of our profession and for the honor of the Italian Theatre. From the contracts that the companies did with the Compagnia del Teatro d'Arte of Rome, directed by Luigi Pirandello, it was demanded that next to the name of the Master figure as a diction of writing, unique and only, mine; [...] A Company that in all the nations of Europe had been welcomed with all the honors of the greatest theaters, was condemned to shoot almost only in the province [...] Only hope of salvation the South America. It had been promised to the American contractor that our Company would be alone in that year, 1926, for Argentina.",0.18138197134248912,0.9386945366859436,0.8429734706878662,0.9097430109977722,0.9964074492454529,0.984359622001648,0.9980568289756775,0.10994621366262436,0.5501409769058228,0.7384655475616455,0.9859095215797424,0.8736836314201355,0.8941442370414734,0.9875394701957703,0.10999028384685516,0.9950984716415405,0.5183542966842651,0.9968975782394409,0.9783635139465332,0.6926106810569763
