text,time,autodeterminazione,casa,corpo,dimensione spirituale,eventi della vita,eventi storici,famiglia,infanzia e adolescenza,invecchiamento,malinconia,performance di sé,politica,relazione con gli uomini,relazione con il mondo naturale,relazione con la realtà,relazione con le donne,scrivere,sentimenti e stati d animo,mestiere dell’attrice
"Non si può toccare il polso a questo ammalato [il Teatro italiano] senza interrogare chi ha dimostrato di sapere con dignità e coscienza esercitare questa travagliata nostra arte, che non avrà mai riposo, che non toccherà mai una mèta, perché appena una ne abbia raggiunta, un’altra ne sorge diversa da conquistare. Sicché, per noi, la nostra vita sarà sempre una povera cosa anche se agli altri paia splendida. Una vita, che se è fatta di tante vite e dà la gioia e il tormento di viverle tutte, domani poi non è più niente.",0.18015935644507408,0.5869481563568115,0.000561202468816191,0.0021081760060042143,0.9500075578689575,0.9975174069404602,0.012541137635707855,5.532818613573909e-05,0.016619550064206123,0.08559820055961609,0.941012442111969,0.05089094862341881,9.930877422448248e-05,0.0013763383030891418,0.0008821039227768779,0.11097095906734467,7.409221143461764e-05,0.18468913435935974,0.9570209980010986,0.01908174715936184
"Avevo quattordici anni, quando mi presentai alla segreteria dell’Accademia del Teatro dei Filodrammatici, per essere ammessa ai corsi di dizione e di recitazione di questa nostra scuola di Milano. Ma dovetti tornarmene indietro, delusa e triste, dopo un gentile ma fermo diniego non avendo ancora raggiunto l’età prescritta dai regolamenti per l’ammissione (sedici anni). L’anno dopo, come se avessi già raggiunto quell’età, col viso più fermo, bussai ancora a quella porta; e, di fronte a tanta buona e appassionata volontà, ecco il primo strappo ai regolamenti, alle date, ai principi, alle consuetudini. […]",0.18015935644507408,0.12924224138259888,0.00032076844945549965,0.0021074276883155107,0.004549078643321991,0.9619239568710327,0.2356889396905899,5.2027200581505895e-05,0.9112095832824707,0.022812867537140846,0.30666372179985046,0.011612726375460625,0.00026124375290237367,0.0011165449395775795,0.0002750990097410977,0.0030825999565422535,7.252369687194005e-05,0.9674928188323975,0.13619060814380646,0.055534135550260544
"[L’ Accademia] fu come una mia seconda e più vera casa […] Ofelia Mazzoni prestava con un incanto, vorrei dire autoritario, il suo insegnamento; […] La gioia della mia prima conquista fu il suo giudizio […]. Ecco poi nel secondo anno, sostituirsi a lei, Enrico Reinach: buono, paterno, signorile. Seppe trovare in me le due vene: la vena drammatica e quella comica; perciò, io fui tra le sue allieve l’unica alla quale a ogni saggio fossero affidate due scene, una drammatica e una comica.",0.18015935644507408,0.8453805446624756,0.9574284553527832,0.002482748357579112,0.24129079282283783,0.05762813612818718,0.0003546010993886739,0.00012281913950573653,0.9411037564277649,0.0003468391951173544,0.013582310639321804,0.9783427119255066,9.489716467214748e-05,0.01919245906174183,0.00023228739155456424,0.0020039582159370184,0.006471145432442427,0.9969556331634521,0.8444844484329224,0.3018260896205902
"Tra i ricordi dell’Accademia non posso tra lasciare il più grande: la ventura di avere avuto tra le spettatrici, a uno dei saggi, Eleonora Duse. Non ebbi neanche il bene di vederla in viso. […] Ebbi il senso della sua presenza fisica solo quando Enrico Reinach, alla fine del saggio, mi disse raggiante d’aver avuto da lei le più calde congratulazioni per «la sua allieva ».",0.18015935644507408,0.0022193125914782286,0.0003862984594888985,0.013514903374016285,0.0316612608730793,0.8874458074569702,0.6107182502746582,0.00011703374184435233,0.011915968731045723,8.289697871077806e-05,0.009265400469303131,0.06698966026306152,9.809439507080242e-05,0.0024335708003491163,0.00026319065364077687,0.006108337081968784,0.9954098463058472,0.9986007213592529,0.9899678230285645,0.9790576100349426
"Il suo [di Enrico Reinach] insegnamento di due anni aveva stretta vieppiù la nostra conoscenza, devota da parte mia e amichevole anche verso i miei parenti da parte sua. Immaginarsi quindi la mia sorpresa, quando venni a sapere che ai miei genitori egli aveva sconsigliato la mia entrata in arte. Una fiamma di collera mi salì alla fronte; mi parve un tradimento. Ma lui, con la sua vecchia esperienza di comico, carezzandomi la guancia con la sua bella mano ingioiellata al mignolo: «Cara, il teatro, è meglio vederlo dalla poltrona». Mi sapeva già fidanzata, e gli era più grato vedermi tra le cure di una casa, anziché tra le incertezze e instabilità di un palcoscenico. […] La famiglia stringeva sempre più i freni, proibizione di partecipare a qualunque recita […] mi si offerse allora anche la possibilità di entrare nella cinematografia italiana, […] ma non osai neanche farne parola ai miei, benché mi sentissi attratta da questa nuova e prestigiosa forma d’arte. Attendevo con ansia di divenire maggiorenne per dichiarare la mia aspirazione. Ma il momento venne anche prima […] con l’interesse […] di Sabatino Lopez, che allora presiedeva agli spettacoli del Teatro del Popolo di Milano. Egli convinse con la sua autorità i miei genitori che trattandosi di teatro stabile con sede nella stessa città io potevo far l’attrice non allontanandomi da casa.",0.18015935644507408,0.5012876391410828,0.9889456629753113,0.009400894865393639,0.001916420180350542,0.9328843355178833,0.02686883509159088,0.9849910736083984,0.8801035284996033,0.00023804946977179497,0.7574209570884705,0.34911975264549255,8.096664532786235e-05,0.9752652645111084,0.0003345902659930289,0.007199305575340986,0.01643497496843338,0.99687260389328,0.9742951989173889,0.9975605010986328
"Ettore Paladini, direttore della Compagnia, […] ci guardava con occhi buoni e scrutatori […], e duro ma illuminato in viso […] da una luce di intelligente bontà. La mia anima si temprò alla sua disciplina. Disciplina di soldato, di giusto, di innamorato del suo lavoro. […] Virgilio Talli io lo compresi subito: esuberante d’animo per i suoi attori, […] esuberante d’amore per il teatro. Non mi facevano paura le sue grida e le sue sfuriate. […] E fu per me Maestro impareggiabile. La cura del particolare, pur minutissima, non era mai in lui a scapito dell’idea generale del lavoro.",0.18015935644507408,0.0009641811484470963,0.000769917736761272,0.0014160623541101813,0.131364643573761,0.023726806044578552,0.0034391158260405064,5.295927621773444e-05,0.007972774095833302,5.522590799955651e-05,0.0008365273824892938,0.05150219053030014,0.00011537638056324795,0.9939196705818176,0.0001091311132768169,0.0011733201099559665,7.735093095107004e-05,0.9959064722061157,0.9942920207977295,0.027993647381663322
"Additata da Marco Praga come una delle poche attrici mature per un posto di responsabilità e di preminenza, io ero predestinata a legare la mia giovinezza […] addestrata dai due maggiori maestri della scena di prosa in Italia, […] alla più bella e sublime impresa che uno spirito giovanissimo e disinteressato doveva regalare al nostro Paese e a noi attori con la sua alta e umana partecipazione. Mentre la Duse, in giro per il mondo, benediceva a questa impresa, ecco che Luigi Pirandello, interessato dalla critica di Marco Praga, scrive a Talli per me. In seguito alla risposta di Talli, ecco a Milano un messo di Pirandello col preciso incarico di scritturarmi prima attrice. La nostra prima intesa avvenne così: senza esserci veduti né esserci parlati.",0.18015935644507408,0.9522460103034973,0.0010359134757891297,0.004323090426623821,0.22363223135471344,0.24106712639331818,0.08426888287067413,6.627830589422956e-05,0.8988485336303711,0.00011306535452604294,0.01086133811622858,0.37620311975479126,0.0008407183922827244,0.8683874607086182,0.0008919084211811423,0.019817711785435677,0.08667686581611633,0.9986741542816162,0.06975079327821732,0.9973548650741577
"Arrivai a Roma con mia madre e corsi subito al Teatro Odescalchi per prendere il mio posto. La Compagnia era già riunita da qualche tempo; io […] arrivavo ultima. Un uomo calvo e con una piccola barba a punta, nell’oscurità del palcoscenico, il viso pallido e solcato, era balzato in piedi con una agilità portentosa, in contrasto col suo aspetto, appena qualcuno disse il mio nome. E una mano calda e vigorosa scosse più e più volte la mia, con quella cordialità che è propria soltanto agli uomini che sanno dare e fare il bene. […] Curiosità, interesse, invidie, lotte, si erano accese fin da principio; lotte, intendo dire, da parte di chi è stato sempre contrario a ogni nobile e disinteressata impresa d’arte nel mondo del teatro. L’attesa della mia presentazione, acuita dal ritardo, era vivissima. Come per ogni grande impresa ai primi inizi, il primo assestamento era difficile. […] Fu un trionfo. Un trionfo per Bontempelli, per Luigi Pirandello, per il Teatro e per me. Piangevo di consolazione e di beatitudine. Mai più, dopo, ebbi una così piena e pura gioia.",0.18015935644507408,0.8984172344207764,9.781132393982261e-05,0.05190680921077728,0.08096156269311905,0.998877763748169,0.6645320653915405,0.00015691149746999145,0.3651461601257324,0.0001470147690270096,0.000845341244712472,0.9891875386238098,6.988369568716735e-05,0.9113373756408691,0.00017335104348603636,0.003062071045860648,0.00032834080047905445,0.9977975487709045,0.966367781162262,0.992753267288208
"Sola, aiutata dal vigile e costante amore di mio padre, io presi le redini della prima Compagnia « Marta Abba » nel 1929, tutta di giovani guidati e diretti da me.  […] Seguitai a portare in giro le mie maggiori interpretazioni del repertorio pirandelliano. […] uomini sapienti ed esperti del teatro […] catalogavano il mio repertorio come cerebrale e soltanto artistico (vale a dire anticommerciale). E la voce s’era propagata nel pubblico. Cerebrale Marta Abba e grande soltanto nell’arte pirandelliana. […] E così l’anno dopo una seconda Compagnia di mia formazione, con un repertorio che si andava sempre più accrescendo di nuove interpretazioni, tra le quali mi piace ricordare soprattutto quella di Madame Legros, di Penelope di Maugham, di La buona fata di Molnar, di La nostra compagna di Antoine, e di Anna Karenina tratta dal romanzo di Tolstoi e del Grillo del focolare tratto dal romanzo di Dickens.",0.18204521853476763,0.17180103063583374,0.0008254796848632395,0.00946090929210186,0.002559373155236244,0.0021853577345609665,0.0017027431167662144,0.0028077145107090473,0.01592865400016308,0.00013440058683045208,0.03884958103299141,0.9702041149139404,5.215800410951488e-05,0.6108375191688538,0.0001639414840610698,0.0009243673412129283,0.008354990743100643,0.9993933439254761,0.04074229300022125,0.9952427744865417
"Ritornando in Patria dopo tanti trionfi ci aspettava la più amara delusione: non sapevamo più dove andare. Per i debiti contratti a causa della ricostruzione del Teatro Odescalchi che dovevano essere pagati dallo Stato e per i ritardi intervenuti nel pagamento, il Teatro si dovette abbandonare al concessionario del Principe Odescalchi. […] La guerra cominciò fin dal giorno che la volontà e la passione di undici giovani fondarono un teatro stabile a Roma. Infatti il Teatro Odescalchi era detto anche «Teatro degli Undici », e vi posero a capo Luigi Pirandello; lotta coperta e insidiosa da parte di una società che s’era accaparrato tutto il monopolio del teatro in Italia: teatri, repertorio, Compagnie. Di fronte a questa guerra io […] rimasi a lottare accanto a Luigi Pirandello, esposta poi sempre a tutte le vendette degli avversari, sentendo che la causa per cui si combatteva era santa, e tutta in favore di noi attori per la dignità della nostra professione e per l'onore del Teatro Italiano. Fin dai contratti che le imprese facevano con la Compagnia del Teatro d’Arte di Roma, diretta da Luigi Pirandello, si esigeva che accanto al nome del Maestro figurasse come con dizione di scrittura, unico e solo, il mio; […] Una Compagnia che in tutte le nazioni d’Europa era stata accolta con tutti gli onori dei massimi teatri, fu condannata a girare quasi soltanto nella provincia […] Unica speranza di salvezza l’America del Sud. Era stato promesso all’impresario americano che la nostra Compagnia sarebbe stata sola a partire quell’anno, 1926, per l’Argentina.",0.18204521853476763,0.6605613827705383,0.0017514157807454467,0.0019269529730081558,0.23495250940322876,0.9295005202293396,0.9991510510444641,6.466150807682425e-05,0.015995780006051064,0.00012684869579970837,0.7297461032867432,0.5317451357841492,0.01693880371749401,0.8021167516708374,0.0026395022869110107,0.5307571291923523,7.380425813607872e-05,0.9816391468048096,0.9471001029014587,0.9330024719238281
