text,time,self-determination,home,body,spiritual dimension,life events,historical events,family,childhood and adolescence,aging,meloncholy,self-performance,politics,relation with men,relation with the natural world,relation with reality,relation with women,writing,feelings and moods,profession of the actress
"You cannot touch the pulse to this sick [the Italian theater] without interrogating those who have shown that they know with dignity and consciousness to exercise this troubled art, which will ever have rest, which will never touch a goal, because just one has reached it , another arises different to conquer. So, for us, our life will always be a poor thing even if to the other splendid pairs. A life, which if it is made up of many lives and gives the joy and torment of living them all, tomorrow is nothing more.",0.19549574190750718,0.5884378552436829,0.17030738294124603,0.3321765959262848,0.33266618847846985,0.9067482948303223,0.35566532611846924,0.10417424887418747,0.020763467997312546,0.14318445324897766,0.10036519169807434,0.8376947045326233,0.044870730489492416,0.36867356300354004,0.16823942959308624,0.9688491225242615,0.14139734208583832,0.1891486644744873,0.16088217496871948,0.8839963674545288
"I was fourteen, when I introduced myself to the Secretariat of the Academy of the Teatro dei Filodrammatici, to be admitted to the diction and acting courses of our school in Milan. But I had to go back, disappointed and sad, after a kind but firm denial having not yet reached the age prescribed by the regulations for admission (sixteen years). The following year, as if I had already reached that age, with the firmer face, I still knock on that door; And, in the face of so much good and passionate will, here is the first tear to the regulations, dates, principles, customs. [...]",0.19549574190750718,0.8524789214134216,0.46988654136657715,0.31041210889816284,0.3100321590900421,0.958031415939331,0.9167545437812805,0.43343156576156616,0.9688014984130859,0.9125461578369141,0.2532704770565033,0.8144519925117493,0.11042865365743637,0.28398481011390686,0.1909649819135666,0.9069547653198242,0.2989697754383087,0.3472096025943756,0.7683234810829163,0.6222127079963684
"[The Academy] was like my second and most true home [...] Ophelia Mazzoni lent with an enchantment, I would like to say authoritarian, his teaching; [...] The joy of my first conquest was his judgment [...]. Here in the second year, replace her, Enrico Reinach: good, paternal, elegant. I knew how to find the two veins in me: the dramatic vein and the comic vein; Therefore, I was among its students the only one to which two scenes were entrusted to each essay, a dramatic and a comedian.",0.19549574190750718,0.5801452398300171,0.9922286868095398,0.34755128622055054,0.30230292677879333,0.5870756506919861,0.6083647608757019,0.3902636468410492,0.2060089260339737,0.31745731830596924,0.16859129071235657,0.8718279600143433,0.16934752464294434,0.44265449047088623,0.347093403339386,0.7319942116737366,0.5201473832130432,0.9353731870651245,0.7086739540100098,0.47815176844596863
"Among the memories of the Academy I cannot between leaving the greatest: the fortune of having had among the spectators, to one of the essays, Eleonora Duse. I didn't even have the good to see her in the face. [...] I had the meaning of his physical presence only when Enrico Reinach, at the end of the essay, told me radiant to have had the hottest congratulations from her for ""her student"".",0.19549574190750718,0.3490014970302582,0.1040397435426712,0.11079350858926773,0.29202359914779663,0.3415091335773468,0.38082826137542725,0.1478688269853592,0.10975715517997742,0.13436077535152435,0.1026151031255722,0.2742030620574951,0.1074085608124733,0.15118905901908875,0.35043463110923767,0.5367543697357178,0.5285107493400574,0.30513015389442444,0.5800345540046692,0.07808218151330948
"His [by Enrico Reinach] teaching of two years had tightened our knowledge, devoted on my and friendly even towards my relatives on his part. So imagine my surprise, when I learned that my parents had not recommended my entry in art. A flame of anger climbed me to the forehead; A betrayal seemed to me. But he, with his old comedian experience, caressing my cheek with his beautiful hand jagged the little finger: ""Dear, the theater, it is better to see it from the armchair"". He already knew me engaged, and it was grateful to him to see me in the care of a house, rather than among the uncertainties and instability of a stage. [...] The family gripped the brakes more and more, forbidden to participate in any act [...] I also offended the possibility of entering Italian cinematography, [...] but you don't even dare to speak to my parents, although I felt attracted to me by This new and prestigious art form. I was looking forward to becoming of age to declare my aspiration. But the moment was also first [...] with the interest [...] of Sabatino Lopez, who then presided over the shows of the Teatro del Popolo in Milan. He convinced with his authority my parents that being stable theater based in the same city I could be an actress not moving away from home.",0.19549574190750718,0.891694188117981,0.9572985768318176,0.42605099081993103,0.5584325790405273,0.9514568448066711,0.7884294986724854,0.988946795463562,0.9370262622833252,0.7064340710639954,0.2841000556945801,0.7171879410743713,0.1904355138540268,0.6208364367485046,0.484040766954422,0.9352306127548218,0.7406412959098816,0.36271998286247253,0.96034175157547,0.8891141414642334
"Ettore Paladini, director of the company, [...] looked at us with good eyes and tellers [...], and hard but illuminated in the face [...] by a light of intelligent goodness. My soul tempon to his discipline. Discipline of soldier, of just, of in love with his work. [...] Virgilio Talli I understood it immediately: exuberant of mind for his actors, [...] exuberant of love for the theater. His cries and his outbursts were not afraid of me. [...] And it was an unparalleled master for me. The attention to detail, albeit very small, was never in him at the expense of the general idea of ​​work.",0.19549574190750718,0.3100471794605255,0.36395999789237976,0.2094624638557434,0.5959926843643188,0.29513242840766907,0.4225435256958008,0.141902893781662,0.0552886426448822,0.13895095884799957,0.10336892306804657,0.21044406294822693,0.031448572874069214,0.671349287033081,0.2252275049686432,0.8579292297363281,0.0938052386045456,0.351985901594162,0.719274640083313,0.09835225343704224
"Sound by Marco Prague as one of the few mature actresses for a place of responsibility and pre -eminence, I was predestined to tie my youth [...] trained by the two major masters of the prose scene in Italy, [...] to the most beautiful and sublime Impro that a very young and disinterested spirit had to give to our country and to us actors with its high and human participation. While the Duse, around the world, blessed this company, here is that Luigi Pirandello, affected by the criticism of Marco Prague, writes to Talli for me. Following Talli's response, here in Milan a Pirandello place with the precise assignment of writing me first actress. Our first understanding took place like this: without being seen there or being spoken of us.",0.19549574190750718,0.782979428768158,0.5666139125823975,0.2570244073867798,0.5615814924240112,0.688858151435852,0.6630744338035583,0.24090765416622162,0.7167589068412781,0.31344184279441833,0.1922716349363327,0.6818155646324158,0.10304249078035355,0.18477870523929596,0.5006486773490906,0.8586318492889404,0.4480155110359192,0.9347714781761169,0.4574334919452667,0.8965560793876648
"I arrived in Rome with my mother and immediately ran to the Odescalchi Theater to take my place. The company had already gathered for some time; I [...] I came last. A bald man and with a small pointed beard, in the darkness of the stage, his pale and furrowed face, had jumped up with a portentous agility, in contrast with his appearance, as soon as someone said my name. And a warm and vigorous hand shook mine over and over again, with that cordiality that is only proper to men who know how to give and do good. [...] Curiosity, interest, envy, struggles, had turned on from the beginning; Lotte, I mean, by those who have always been against every noble and disinterested art business in the world of theater. The expectation of my presentation, exacerbated by the delay, was very lively. As with every great enterprise in the first beginning, the first settlement was difficult. [...] It was a triumph. A triumph for Bontempelli, for Luigi Pirandello, for the theater and for me. I cried of consolation and bliss. Never again, afterwards, I had such a full and pure joy.",0.19549574190750718,0.7977209091186523,0.6955505609512329,0.49861037731170654,0.7231535911560059,0.9571759104728699,0.9727387428283691,0.7923155426979065,0.265015572309494,0.42434075474739075,0.2773348093032837,0.8125070333480835,0.41859573125839233,0.9628909826278687,0.6930983662605286,0.975261926651001,0.6943165063858032,0.6168619394302368,0.9822640419006348,0.33704331517219543
"Only, helped by the watchful and constant love of my father, I took the reins of the first company ""Marta Abba"" in 1929, all of young people led and directed by me.  [...] I followed to carry around my greatest interpretations of the Pirandellian repertoire. [...] Wise and expert men of the theater [...] cataloged my repertoire as a cerebral and only artistic (i.e. anti antommerial). And the voice had spread to the public. Cerebral Marta Abba and great only in Pirandellian art. [...] And so the year after a second company of my formation, with a repertoire that was increasingly increasing of new interpretations, among which I like to remember above all that of Madame Legros, by Penelope di Maugham, the good fairy of Molnar, of our companion of Antoine, and of Anna Karenina taken from the novel of Tolstoi and the Grillo of the hearth taken from the novel by Dickens.",0.22195326117798686,0.6349426507949829,0.5325600504875183,0.38613760471343994,0.7048969268798828,0.5731689929962158,0.6868457794189453,0.593632161617279,0.4232788681983948,0.3330915570259094,0.21538200974464417,0.7790820002555847,0.09998364746570587,0.5197463035583496,0.5734230279922485,0.8664348125457764,0.7615814805030823,0.7281337380409241,0.7141006588935852,0.475382000207901
"Returning to the homeland after so many triumphs the most bitter disappointment awaited us: we no longer knew where to go. For debts contracted due to the reconstruction of the Odescalchi Theater that had to be paid by the State and for the delays that occurred in the payment, the theater had to be abandoned to the dealer of Prince Odescalchi. [...] The war began from the day that the will and passion of eleven young people founded a stable theater in Rome. In fact, the Odescalchi theater was also called ""theater of the Eleven"", and they placed Luigi Pirandello in charge; Covered and insidious struggle by a society that has grabbed the whole monopoly of theater in Italy: theaters, repertoires, companies. In the face of this war, I [...] remained to fight next to Luigi Pirandello, then always exposed to all the revenge of the opponents, feeling that the cause for which it was fought was holy, and all in favor of us actors for the dignity of ours profession and for the honor of Italian theater. From the contracts that companies made with the Compagnia del Teatro d'Arte in Rome, directed by Luigi Pirandello, it was demanded that alongside the name of the Maestro it would imagine as with the diction of writing, unique and only, mine; [...] A company that in all the nations of Europe had been welcomed with all the honors of the highest theaters, was condemned to turn almost only in the province [...] the only hope of salvation, South America. She had been promised to American impresario that our company would have been alone starting that year, 1926, for Argentina.",0.22195326117798686,0.5823233127593994,0.9596948623657227,0.39442241191864014,0.7095393538475037,0.8597568273544312,0.9369776844978333,0.6168297529220581,0.3209778368473053,0.4557972252368927,0.27386945486068726,0.546183168888092,0.6885138750076294,0.5732277035713196,0.6726468801498413,0.895349383354187,0.5839027166366577,0.9255452752113342,0.7686149477958679,0.7203993797302246
